2015-05-11 23:48:42.7240|WARN|thread: 1|StandardUserErrors|Showing user error Failed to create a new commit.
2015-05-11 22:04:12.4398|INFO|thread:22|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'pull --progress --rebase --prune origin master ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:04:15.9420|INFO|thread:26|AsyncReaderWriterLock|Released exclusive lock for operation 11: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:15.9420|INFO|thread: 1|SyncButtonViewModel|Completing sync for C:\xampp\htdocs\PHPDocumentos - master
2015-05-11 22:04:15.9420|INFO|thread:16|AsyncReaderWriterLock|Acquiring concurrent lock for operation 12: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:15.9420|INFO|thread:16|AsyncReaderWriterLock|Acquired concurrent lock for operation 12: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:15.9730|INFO|thread:22|AsyncReaderWriterLock|Released concurrent lock for operation 12: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:15.9730|INFO|thread:10|AsyncReaderWriterLock|Acquiring concurrent lock for operation 13: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:15.9730|INFO|thread: 4|AsyncReaderWriterLock|Acquired concurrent lock for operation 13: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:15.9730|INFO|thread:18|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:15.9730|INFO|thread:27|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:04:15.9730|INFO|thread:27|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:04:15.9730|INFO|thread:27|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:04:15.9870|INFO|thread:18|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:15.9870|INFO|thread:23|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:15.9870|INFO|thread:23|RepositoryConnection|Loaded '18' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:16.0190|INFO|thread:16|AsyncReaderWriterLock|Released concurrent lock for operation 13: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:16.1191|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-05-11 22:04:16.1191|INFO|thread:16|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:04:16.1191|INFO|thread:16|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:04:21.9851|INFO|thread: 1|RepositoryHost|Log in from cache for login 'Tenorio9' to host 'https://api.github.com/' SUCCEEDED
2015-05-11 22:04:21.9861|INFO|thread: 1|SyncButtonViewModel|Starting sync for C:\xampp\htdocs\PHPDocumentos - master
2015-05-11 22:04:21.9861|INFO|thread:23|AsyncReaderWriterLock|Acquiring exclusive lock for operation 14: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:21.9861|INFO|thread:24|AsyncReaderWriterLock|Acquired exclusive lock for operation 14: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:21.9861|INFO|thread:22|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:04:21.9861|INFO|thread:22|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:04:21.9861|INFO|thread:22|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'pull --progress --rebase --prune origin master ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:04:25.2331|INFO|thread:16|AsyncReaderWriterLock|Released exclusive lock for operation 14: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:25.2331|INFO|thread: 1|SyncButtonViewModel|Completing sync for C:\xampp\htdocs\PHPDocumentos - master
2015-05-11 22:04:25.2331|INFO|thread:10|AsyncReaderWriterLock|Acquiring concurrent lock for operation 15: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:25.2331|INFO|thread: 5|AsyncReaderWriterLock|Acquired concurrent lock for operation 15: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:25.2661|INFO|thread:22|AsyncReaderWriterLock|Released concurrent lock for operation 15: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:25.2684|INFO|thread:13|AsyncReaderWriterLock|Acquiring concurrent lock for operation 16: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:25.2684|INFO|thread:10|AsyncReaderWriterLock|Acquired concurrent lock for operation 16: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:25.2684|INFO|thread:24|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:25.2684|INFO|thread:27|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:04:25.2684|INFO|thread:27|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:04:25.2684|INFO|thread:27|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:04:25.2684|INFO|thread:24|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:25.2844|INFO|thread:16|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:25.2844|INFO|thread:16|RepositoryConnection|Loaded '18' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:25.3144|INFO|thread:23|AsyncReaderWriterLock|Released concurrent lock for operation 16: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:25.3944|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-05-11 22:04:25.3944|INFO|thread:24|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:04:25.3944|INFO|thread:24|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:04:49.0685|INFO|thread: 1|RepositoryViewModel|Refreshing all information for repo
2015-05-11 22:04:49.0685|INFO|thread:22|AsyncReaderWriterLock|Acquiring concurrent lock for operation 17: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:49.0685|INFO|thread:27|AsyncReaderWriterLock|Acquired concurrent lock for operation 17: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:49.0997|INFO|thread:29|AsyncReaderWriterLock|Released concurrent lock for operation 17: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:49.0997|INFO|thread:28|AsyncReaderWriterLock|Acquiring concurrent lock for operation 18: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:49.0997|INFO|thread:22|AsyncReaderWriterLock|Acquired concurrent lock for operation 18: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:49.1153|INFO|thread:30|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:49.1153|INFO|thread:31|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:04:49.1153|INFO|thread:31|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:04:49.1153|INFO|thread:31|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:04:49.1153|INFO|thread:30|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:49.1466|INFO|thread:30|AsyncReaderWriterLock|Released concurrent lock for operation 18: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:49.1466|INFO|thread:27|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:49.1622|INFO|thread:27|RepositoryConnection|Loaded '18' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:49.2559|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-05-11 22:04:49.2559|INFO|thread:30|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:04:49.2559|INFO|thread:30|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:04:55.5344|INFO|thread: 1|RepositoryViewModel|Refreshing all information for repo
2015-05-11 22:04:55.5344|INFO|thread:29|AsyncReaderWriterLock|Acquiring concurrent lock for operation 19: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:55.5344|INFO|thread:33|AsyncReaderWriterLock|Acquired concurrent lock for operation 19: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:55.5674|INFO|thread:34|AsyncReaderWriterLock|Released concurrent lock for operation 19: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:55.6065|INFO|thread:27|AsyncReaderWriterLock|Acquiring concurrent lock for operation 20: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:55.6065|INFO|thread:27|AsyncReaderWriterLock|Acquired concurrent lock for operation 20: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:55.6135|INFO|thread:31|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:55.6135|INFO|thread:34|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:04:55.6135|INFO|thread:34|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:04:55.6135|INFO|thread:34|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:04:55.6135|INFO|thread:31|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:55.6335|INFO|thread:31|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:04:55.6335|INFO|thread:31|RepositoryConnection|Loaded '18' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:04:55.6725|INFO|thread:33|AsyncReaderWriterLock|Released concurrent lock for operation 20: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:55.7826|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-05-11 22:04:55.7876|INFO|thread:28|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:04:55.7876|INFO|thread:28|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:05:54.9275|INFO|thread: 1|RepositoryModel|Cloning repo https://github.com/hernandezbb/PHPDocumentos.git
2015-05-11 22:05:54.9275|INFO|thread:27|AsyncReaderWriterLock|Acquiring exclusive lock for operation 21: 'CloneRepository' on resource C:\xampp\htdocs
2015-05-11 22:05:54.9275|INFO|thread:29|AsyncReaderWriterLock|Acquired exclusive lock for operation 21: 'CloneRepository' on resource C:\xampp\htdocs
2015-05-11 22:05:54.9585|INFO|thread:43|GitLfsSmudgeTail|Setting Git LFS smudge progress environment variable
2015-05-11 22:05:54.9816|INFO|thread:43|ExclusiveOperation|Cloning 'https://github.com/hernandezbb/PHPDocumentos.git' to 'PHPDocumentos' in directory 'C:\xampp\htdocs
2015-05-11 22:05:54.9876|INFO|thread:43|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:05:54.9876|INFO|thread:43|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:05:54.9876|INFO|thread:43|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'clone --progress --recursive  --  "https://github.com/hernandezbb/PHPDocumentos.git" "PHPDocumentos" ', Working Directory: C:\xampp\htdocs
2015-05-11 22:06:00.4201|INFO|thread:38|GitLfsSmudgeTail|Cleaning up Git LFS smudge progress environment variable
2015-05-11 22:06:00.4201|INFO|thread:38|AsyncReaderWriterLock|Released exclusive lock for operation 21: 'CloneRepository' on resource C:\xampp\htdocs
2015-05-11 22:06:00.4291|INFO|thread:47|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:06:00.4291|INFO|thread:47|RepositoryConnection|Loaded '5' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:06:00.4291|INFO|thread:46|RepositoryConnection|Setting up remote 'bhbarquero' 'with url = https://github.com/bhbarquero/PHPDocumentos.git for this repo 'System.Reactive.Linq.ObservableImpl.Defer`1[System.String]'
2015-05-11 22:06:00.4732|INFO|thread:37|AsyncReaderWriterLock|Acquiring concurrent lock for operation 22: 'GetRecentBranchNames' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.4732|INFO|thread:37|AsyncReaderWriterLock|Acquired concurrent lock for operation 22: 'GetRecentBranchNames' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.4732|INFO|thread: 1|RepositoryViewModel|Refreshing all information for repo
2015-05-11 22:06:00.4732|INFO|thread:43|AsyncReaderWriterLock|Acquiring concurrent lock for operation 23: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.4732|INFO|thread:43|AsyncReaderWriterLock|Acquired concurrent lock for operation 23: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.4962|INFO|thread:49|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:06:00.4962|INFO|thread:49|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:06:00.4962|INFO|thread:49|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'log -g --abbrev-commit --pretty=oneline HEAD -n 2500 ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:06:00.5102|INFO|thread:50|AsyncReaderWriterLock|Released concurrent lock for operation 23: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5102|INFO|thread:29|AsyncReaderWriterLock|Acquiring concurrent lock for operation 24: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5102|INFO|thread:46|AsyncReaderWriterLock|Acquired concurrent lock for operation 24: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5222|INFO|thread:47|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:06:00.5222|INFO|thread:51|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:06:00.5222|INFO|thread:51|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:06:00.5222|INFO|thread:51|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:06:00.5222|INFO|thread:47|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:06:00.5372|INFO|thread:47|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:06:00.5372|INFO|thread:27|AsyncReaderWriterLock|Released concurrent lock for operation 22: 'GetRecentBranchNames' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5372|INFO|thread:39|AsyncReaderWriterLock|Acquiring concurrent lock for operation 25: 'MergeStatus' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5372|INFO|thread:39|AsyncReaderWriterLock|Acquired concurrent lock for operation 25: 'MergeStatus' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5372|INFO|thread:38|AsyncReaderWriterLock|Acquiring concurrent lock for operation 26: 'GetBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5372|INFO|thread:38|AsyncReaderWriterLock|Acquired concurrent lock for operation 26: 'GetBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5372|INFO|thread:47|RepositoryConnection|Loaded '22' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:06:00.5592|INFO|thread:52|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:06:00.5642|INFO|thread:53|AsyncReaderWriterLock|Released concurrent lock for operation 25: 'MergeStatus' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5642|INFO|thread:37|AsyncReaderWriterLock|Acquiring concurrent lock for operation 27: 'GetUniqueCommits' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5642|INFO|thread:37|AsyncReaderWriterLock|Acquired concurrent lock for operation 27: 'GetUniqueCommits' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5642|INFO|thread:54|AsyncReaderWriterLock|Released concurrent lock for operation 26: 'GetBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.5642|INFO|thread:55|AsyncReaderWriterLock|Released concurrent lock for operation 27: 'GetUniqueCommits' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.6233|INFO|thread:29|AsyncReaderWriterLock|Released concurrent lock for operation 24: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.6953|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-05-11 22:06:00.6953|INFO|thread:29|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:06:00.6953|INFO|thread:29|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:06:00.9315|INFO|thread: 1|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:06:00.9315|INFO|thread: 1|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:06:00.9315|INFO|thread: 1|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'diff-tree --root -m -r -z --name-status 831c1ca1282e18c3490d440f0304eb96a9ed491b ', Working Directory: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:06:00.9315|INFO|thread: 1|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:06:00.9315|INFO|thread: 1|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:06:00.9315|INFO|thread: 1|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'diff-tree --root -m -r -z --numstat 831c1ca1282e18c3490d440f0304eb96a9ed491b ', Working Directory: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:06:00.9415|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts and running a full fetch.
2015-05-11 22:06:00.9415|INFO|thread:48|AsyncReaderWriterLock|Acquiring concurrent lock for operation 28: 'FetchFromUpstreamRemote' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.9415|INFO|thread:48|AsyncReaderWriterLock|Acquired concurrent lock for operation 28: 'FetchFromUpstreamRemote' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:06:00.9415|INFO|thread:39|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
